Ano,PIB per capita (US$),Apoio Social,Expectativa de vida,Liberdade de escolhas,Generosidade,Percepções de corrupção,Afeto Positivo,Afeto Negativo,Confiança no governo nacional,Índice Real,LR Previsto,RF Previsto,XGB Previsto,País
2016,8.381088257,0.615449011,4.011415721601336,0.785906553,-0.087658733,0.790385723,0.586020231,0.303666711,0.483075261,4.119493484,4.403304305844012,4.578823492440007,4.649117,Congo (Brazzaville)
2017,7.335249901,0.684866846,3.983413015667519,0.733389914,-0.014267507,0.866806388,0.673801899,0.39133054,0.554991543,4.424490929,4.135949569952555,4.358679518693336,4.3509383,Liberia
2009,9.916161537,0.831581831,4.224202544942844,0.746614039,0.143404946,0.734211445,0.755948484,0.299891174,0.575284302,6.493686199,6.097479286713089,6.157192047476677,6.0628376,Chile
2019,9.53619957,0.847719729,4.028916770422777,0.73833853,-0.144646704,0.819823623,0.727414131,0.268456221,0.495906323,5.034863472,5.478917752085145,4.757849686993338,4.6351275,South Africa
2007,7.367519379,0.478950858,3.859887231622873,0.294611782,-0.013499532,0.873609602,0.597516537,0.245208368,0.228144914,4.141326904,3.3749082740995267,3.599504667209999,3.7116475,Chad
2011,9.146244049,0.964418709,4.101320145670542,0.776791729,0.018015824,0.737993370973274,0.576615632,0.122067995,0.4937423048184345,5.791754723,5.516316588285584,5.4374551827899955,5.5919633,Turkmenistan
2022,7.647816658,0.587696254,4.05871741100382,0.599087417,0.364203513,0.883752167,0.722409368,0.437860131,0.7331176203333335,4.279441357,4.084431566723211,4.233645574253333,3.9003186,Gambia
2022,10.69227314,0.95365274,4.288402511639155,0.774947405,-0.004873357,0.654698849,0.582625329,0.182902023,0.380379903125,7.662397385,6.334365773762084,6.73213480637334,6.695112,Israel
2018,10.71986866,0.921463072,4.276666119016055,0.816377223,-0.14162302,0.581775308,0.705308378,0.282451361,0.380547434,6.665903568,6.647877254269263,6.714975665410005,6.700779,France
2011,6.69414711,0.422240019,3.9419700907246695,0.489863038,-0.059414733,0.677107692,0.571715295,0.190344945,0.851199687,3.705894232,2.879896999709711,3.6401417612900007,3.9737997,Burundi
2020,10.5213213,0.953437507,4.260917762047916,0.958442569,-0.088533178,0.796557486,0.574927151,0.313852519,0.45297423,6.462076187,6.237924949296637,6.338998061749994,6.3669195,Slovenia
2006,9.153956413,0.895427763,4.172539367421213,0.691021681,0.05841906,0.840989172,0.751927376,0.302746117,0.305137634,4.730082035,5.895303854128343,5.554820512173337,5.725097,Paraguay
2007,9.497470856,0.788307607,3.8480177080748335,0.68998754,-0.166127637,0.858651042,0.658233047,0.210185051,0.659012496,5.204454422,4.955023027071858,4.802872494843349,4.631918,South Africa
2014,10.30413532,0.908239841,4.175924525712219,0.507947206,-0.267208517,0.956347883,0.564930737,0.286910683,0.344657153,6.125723839,5.46591784806045,5.512294127186674,5.1686006,Lithuania
2007,9.746398926,0.831507623,4.17099689491021,0.5657866,-0.143415853,0.976061046,0.500228405,0.226256058,0.275431663,3.843797922,5.159642141976315,4.48018998948334,4.592353,Bulgaria
2020,8.568556786,0.642703354,4.066887715989061,0.823720038,0.198711425,0.847024918,0.674681187,0.252728432,0.61885488,5.31948328,4.7265812973590755,4.622055731569997,4.6762753,Ghana
2022,10.555429239230769,0.932082772,4.271793175627984,0.837544084,0.2761239091538461,0.757539809,0.671103597,0.370075017,0.6361781726153846,6.299238205,6.339527082417058,6.526226638140002,6.5159235,Malta
2022,8.074591637,0.471820921,4.084715000457027,0.480553567,-0.014281231,0.732310832,0.602503002,0.351545244,0.3767421543333333,3.545203686,3.9159577315799456,4.117610154893335,3.933403,Comoros
2011,8.553657532,0.924071252,4.1358063667402805,0.934132695,0.035348363,0.52186209,0.662584543,0.122773238,0.9436735435,5.738744259,5.453481859003599,5.600528801293341,5.7387905,Uzbekistan
2011,7.428129673,0.81884402,3.8914120421324334,0.540267944,0.02889158,0.876383662,0.578596532,0.289146483,0.394194484,4.393482208,4.108112609254942,4.28279312848,4.306049,Chad
2012,10.56567574,0.930028617,4.246206859125847,0.901853085,0.282304674,0.289297938,0.785510421,0.20687817,0.61469996,7.249629974,7.125065039765008,7.108012838349996,7.160896,New Zealand
2017,9.365584373,0.848941743,4.219507705176107,0.879128158,-0.170509741,0.733588755,0.793201208,0.314343482,0.640512884,5.839518547,5.866665616566086,6.042080254546674,5.903525,Ecuador
2017,10.7699604,0.963826418,4.260564944541771,0.962198973,-0.006553295,0.192412779,0.755857646,0.176065788,0.59753859,7.788251877,7.204307839054451,7.743761919283329,7.7121153,Finland
2019,9.751047134,0.865968525,4.189654742026425,0.447001487,-0.09551619,0.890415609,0.307577401,0.494499028,0.154975414,4.024219513,4.77772116533867,5.02754773458667,4.3170195,Lebanon
2015,7.529865265,0.705393493,3.977810774617834,0.659102738,0.004729509,0.692723989,0.554707587,0.359287649,0.668077111,4.418930054,4.0070467376087375,4.381503082843332,4.3167086,Burkina Faso
2018,10.05124474,0.917315602,4.212127597878484,0.876210928,-0.105916657,0.682916045,0.774895191,0.274945587,0.361706048,6.371714592,6.46010324458808,6.554147288056676,6.667657,Uruguay
2020,10.92447376,0.947371364,4.264438892446495,0.937931836,0.046843562,0.213841751,0.752573669,0.227101892,0.715797603,7.514631271,7.102117424651297,7.519349830926665,7.5831056,Denmark
2016,9.755462646,0.827885926,4.186239850187474,0.657357454,0.023057813,0.853114486,0.512747288,0.263445616,0.137951434,5.27072382,5.450935700648696,5.146893563296671,5.117828,Lebanon
2017,8.987416267,0.851028562,4.126327620343109,0.925703108,-0.143116161,0.711165547,0.753483713,0.340621501,0.83773005,5.594270229,5.482719779656517,5.82253594714334,5.829279,Philippines
2010,9.306354523,0.8148257931111111,4.182050142641207,0.592695832,-0.209752977,0.618037879,0.5356725354444444,0.2670947362222222,0.4937423048184345,5.46356678,5.160556457189966,5.24705148706334,5.218123,Algeria
2015,11.12838936,0.824136674,4.180522281857648,0.915036201,0.19346121,0.2991170386666666,0.722089231,0.295732975,0.4937423048184345,6.568397522,6.987962663016884,6.6662966633533305,6.644452,United Arab Emirates
2018,10.59912777,0.825573206,4.279440003655012,0.794215024,-0.028720433,0.848337233,0.662988305,0.298021138,0.352440447,6.276443005,6.154146075119176,6.181578857073344,6.1129456,Cyprus
2015,8.68314743,0.766101241,4.127376281398712,0.556040943,-0.169830605,0.77430135,0.536447167,0.369084895,0.4937423048184345,4.695239067,4.5754378536085625,4.812960309936673,4.6610665,State of Palestine
2016,9.249965668,0.718956709,4.115371954383576,0.666160166,-0.04766788,0.798866451,0.471186787,0.569758058,0.418604314,4.412537098,4.757882043599478,4.525825720780002,4.5740185,Iraq
2014,9.391798973,0.908927441,4.1170840666239785,0.804678082,0.031376246,0.737993370973274,0.613807082,0.153949738,0.4937423048184345,5.787379265,5.61210376024394,5.450451057689992,5.55313,Turkmenistan
2010,9.410946846,0.883555114,4.130355011963784,0.483833194,-0.194431901,0.953752279,0.472101361,0.227200434,0.263286889,5.057561398,4.915192631504597,4.895047899876668,4.7339535,Ukraine
2015,8.519078255,0.642136157,4.005513376384337,0.85017246,-0.125980258,0.841359496,0.555227578,0.260670513,0.49927032,4.690830231,4.43568780268977,4.349705143786671,4.366426,Congo (Brazzaville)
2011,8.491849899,0.76570183,4.128745964301752,0.783369064,0.094304964,0.883963168,0.75679487,0.307470977,0.293331981,4.961031437,5.381116342086443,5.119217885306668,5.412029,Honduras
2006,7.590978146,0.723840773,4.102643365036796,0.701759934,-0.092669666,0.768155158,0.49406299,0.194670647,0.803951442,4.613099098,3.9840629027602414,4.547581065536667,4.661435,Tajikistan
2015,8.59635067,0.61013329,4.079230898523727,0.777225256,-0.007034807,0.776434958,0.657200933,0.321829438,0.694716752,4.342079163,4.60040728015915,4.523860866156665,4.5582924,India
2018,10.14817142,0.936656713,4.168214387104346,0.84018296,-0.101779088,0.82378298,0.610876977,0.161542282,0.615031958,6.00763607,5.796689692485915,5.915509098376669,5.9212093,Kazakhstan
2015,9.62545681,0.893197775,4.1463043131781285,0.856025338,-0.06784711,0.755288184,0.695385098,0.295253098,0.447033852,5.061862469,5.9189544867828605,6.037230075229994,5.9336557,Dominican Republic
2019,10.52364635,0.917577505,4.200204907194441,0.780266464,-0.255955368,0.782501221,0.56804961,0.276054353,0.407248467,6.064097881,5.914945888180691,6.290997878796671,6.5448737,Lithuania
2012,10.78334141,0.92711705,4.24161443262572,0.855266631,-0.054311134,0.757572532,0.718186975,0.238276809,0.44011718,6.935122013,6.621572032156166,6.933693690339992,7.0209765,Belgium
2017,10.63210392,0.881961286,4.302035988259718,0.849396586,-0.21114184,0.659198642,0.691762567,0.17551218,0.412489951,5.910676479,6.454566637757104,6.02521299670001,5.8967843,Japan
2006,9.45248127,0.894326627,4.195395764863687,0.863195002,0.328907818,0.934745491,0.749904871,0.164122775,0.498704374,5.88543272,6.070478387813004,5.6532614962400025,5.573627,Thailand
2013,10.72353172,0.816992879,4.2361334256708,0.690070868,-0.000834691,0.841231883,0.754478216,0.124444835,0.264499396,6.340344429,6.357062331544208,6.357025952240011,6.1742835,Taiwan Province of China
2006,8.945660591,0.863598704,4.131640327376844,0.723847628,0.057247881,0.837784767,0.638567686,0.216329843,0.681650817,4.344610691,5.23164278353504,5.156984024776674,5.350034,Sri Lanka
2019,10.5721941,0.949402273,4.258445529762498,0.945430517,-0.106444225,0.785441816,0.621658623,0.227838457,0.397150725,6.665273666,6.380233460340008,6.556097334180001,6.7327023,Slovenia
2010,9.552669525,0.68700099,4.122283943229008,0.501071095,-0.125314713,0.858346641,0.516271651,0.271873325,0.697391331,4.218610764,4.527800268304118,4.763094260783332,4.721593,Azerbaijan
2010,9.445678711,0.865624785,3.923951546056265,0.82621938,-0.138165608,0.813985407,0.616944194,0.172184274,0.741012573,3.553020239,5.145050876627588,4.487397514940002,4.429677,Botswana
2019,9.457587242,0.88272649,4.163559678677476,0.715311766,-0.084162027,0.885004938,0.548534453,0.201131731,0.374282002,4.701762199,5.274604365567509,5.412149276680004,5.4554677,Ukraine
2020,9.409337044,0.874061763,4.172847647284774,0.859083235,-0.057646256,0.941438973,0.698010981,0.267836064,0.181308538,5.811628819,5.805770206253653,5.826231641759998,5.594813,Moldova
2016,7.530741692,0.718718708,4.07243973978124,0.744307697,0.03805666,0.702880859,0.62714529,0.253940523,0.748945594,4.297848701,4.288956364318869,4.161641273419999,4.1899357,Ethiopia
2010,9.447546005,0.859969318,4.165113656868072,0.823902845,-0.07742469,0.779742122,0.706625521,0.281694859,0.450313658,4.735021114,5.825758757832617,5.642909389333336,5.715676,Dominican Republic
2017,9.718001366,0.883770406,4.199455069580456,0.684846342,-0.08121831,0.851457834,0.484643012,0.326407075,0.511197984,5.122031212,5.217736604070714,5.436955992386674,5.460626,Serbia
2011,9.383052826,0.87791878,4.202899927658025,0.759564519,-0.152626708,0.6920621893333333,0.55093354,0.26032415,0.7876175443333334,5.539327621,5.2669277731107265,5.529620687089996,5.5853796,Jordan
2021,8.562576294,0.608395636,4.05091501752366,0.763992071,0.009923469,0.742719173,0.517665982,0.307363391,0.4187875890714286,4.486834526,4.396708546667819,4.858751172173331,4.847242,Pakistan
2019,9.107357979,0.764390528,4.172847647284774,0.877390683,-0.113695122,0.68157649,0.826422155,0.271475047,0.717041671,6.454820633,5.618293959111563,5.909011975863339,6.007003,El Salvador
2011,10.66644764,0.913309336,4.26549277558085,0.567738414,-0.021660324,0.933460951,0.610143721,0.265567929,0.259559691,6.057086468,6.062722829395248,6.403145319663325,6.7769055,Italy
2008,10.68938923,0.953838587,4.23815624664448,0.759144187,0.326848954,0.547769129,0.723952413,0.218296558,0.324165732,6.986463547,6.985363974951705,6.801551523129999,6.667382,United Kingdom
2014,9.143029213,0.880341947,4.133885707525106,0.834222496,0.266661018,0.650338471,0.77463913,0.324097872,0.958492339,4.938578129,5.712683039263181,5.522852199876667,5.8261127,Bhutan
2019,11.07263565,0.941784024,4.26829789077411,0.954044461,0.105307363,0.270571798,0.781727433,0.195486501,0.597986996,7.442139626,7.297375722061288,7.459495391930001,7.4972763,Norway
2017,9.253008842,0.63822639,4.135166556742356,0.592504799,-0.151505709,0.8024672567,0.458410412,0.414493799,0.626402659,3.929344177,4.318232167949567,4.37302217648,4.062583,Egypt
2011,8.034251213,0.721832752,4.047252984038354,0.499673873,-0.080622531,0.731508493,0.622124016,0.173323005,0.441241771,3.838485956,4.4150071911072,4.118973353006669,4.1873164,Comoros
2021,9.249362946,0.711321533,4.204692619390966,0.591229916,-0.203170478,0.932745636,0.451362312,0.335503727,0.317189902,4.49948597,4.534340849263476,4.475476056746659,4.608605,Tunisia
2021,10.722199439166667,0.866297543,4.2361334256708,0.818467379,-0.0262111750833333,0.675438643,0.667416632,0.122979514,0.437147856,6.246744156,6.302819144652396,6.500659019166662,6.685738,Taiwan Province of China
2012,10.8836441,0.945142388,4.249922772214581,0.919703901,0.113813803,0.770585775,0.712149978,0.156674996,0.376573861,7.400688648,6.838078525938613,7.33632059102332,7.3619714,Austria
2013,10.11516857,0.834022582,4.177459422153465,0.630507529,-0.076605313,0.836553633,0.604636908,0.227449417,0.233799666,5.069770336,5.711936277261968,5.492553954053325,5.483547,Latvia
2007,9.191672325,0.87226665,4.163559678677476,0.705305934,0.00844966,0.768984437,0.731540143,0.250595719,0.255463123,6.450644493,5.887801598904074,5.445956962920002,5.4921565,Belize
2008,10.12260914,0.855418265,4.154184574509044,0.630111456,-0.207658932,0.926328242,0.632725835,0.214901268,0.190757662,5.145375252,5.752787879967226,5.4056181352199975,5.2549243,Latvia
2010,9.190937042,0.768675268,4.122283943229008,0.486279041,-0.074861176,0.826335192,0.490835845,0.276345611,0.626402659,4.668916225,4.5569343354708725,4.749468743076667,4.8600774,Egypt
2019,10.2282629,0.842498839,4.185098879067429,0.915778697,0.12122006,0.781943917,0.734578729,0.176071689,0.716807246,5.427954197,6.052861704818952,6.162260476720002,6.067073,Malaysia
2009,9.884036064,0.892997801,4.091005648247556,0.856448293,-0.253012896,0.844568431,0.594705462,0.128599972,0.711023688,5.382563114,5.47295418813709,5.671163926133328,5.5543666,Kazakhstan
2008,9.891931534,0.839467227,4.080921554727798,0.72658366,-0.223902792,0.899163663,0.613463759,0.15972586,0.686738968,5.886419773,5.279810573225014,5.496423538589995,5.2153554,Kazakhstan
2013,10.50332355,0.908515871,4.271653568677714,0.739001632,0.147166595,0.848537862,0.648566186,0.408576161,0.451302052,7.320563316,6.2386970094027685,7.058929931363327,6.7351556,Israel
2017,10.40561676,0.899984837,4.259152536523347,0.905065656,-0.179761603,0.880970538,0.607893229,0.294272572,0.501088142,5.711499214,6.005826343061168,6.06918224813999,6.0472484,Portugal
2012,8.598371506,0.782169104,4.127376281398712,0.541582882,-0.160552666,0.730194092,0.559733331,0.378503829,0.4937423048184345,4.646608353,4.681670385427164,4.886256426180007,5.210596,State of Palestine
2020,8.206723213,0.720046639,4.010509938368446,0.674509168,0.044859,0.836517215,0.626284778,0.386478961,0.498690844,5.2410779,4.468000298543009,4.875524630516672,5.0175776,Cameroon
2014,9.546331406,0.881152213,3.974058410633313,0.794030964,-0.12605074,0.820258021,0.729684711,0.24335815,0.487997681,4.828456402,5.614276003348381,4.7154554256433405,4.9899163,South Africa
2016,10.28911209,0.882460237,4.225372846996925,0.884479761,-0.106509373,0.836976767,0.812744737,0.244131789,0.329894483,6.117638111,6.507306047077799,6.677944688756668,6.711346,Panama
2017,9.390213366594676,0.556822658,3.976873949069224,0.456011087,5.9611298700078576e-05,0.761269629,0.564999282,0.517363787,0.461550504,2.816622496,4.386008882144228,3.5991946984733416,3.2803752,South Sudan
2019,9.569241524,0.781603873,4.206184021175847,0.844324112,-0.179026783,0.583472729,0.536562622,0.430463403,0.648066342,5.4880867,5.327488008155877,5.045477883173344,4.806751,Armenia
2008,9.719097137,0.922433853,4.180216359234271,0.678400517,-0.229712844,0.776102602,0.818030298,0.224190742,0.53069824,6.257771492,6.071908880424722,6.957797074413331,6.934057,Venezuela
2019,8.532351494,0.734995186,3.996364181986897,0.746269286,0.021866294,0.873035729,0.698242903,0.229003847,0.399433285,4.266484261,4.8617141884535755,4.918213670283338,4.9154973,Nigeria
2008,8.910973549,0.74828732,4.192378307177661,0.853072047,-0.095183767,0.737993370973274,0.705133259,0.146963045,0.4937423048184345,4.84629488,5.4627687358971,5.020311436670011,5.170062,China
2015,9.427107811,0.862500072,4.1987045545733706,0.902074754,0.312884927,0.859470963,0.789435446,0.234751269,0.739669859,4.611606598,5.9280762693770725,5.318701311713336,5.1462297,Sri Lanka
2012,7.894076347,0.523027301,3.980055424414891,0.768971086,-0.111103691,0.805977643,0.563014567,0.230664536,0.582080483,3.193468809,3.887889240157362,3.863595899033334,3.9679224,Benin
2019,9.589880943,0.872578919,4.23410650459726,0.821500719,-0.174859732,0.853646159,0.790579498,0.321806282,0.327981085,6.350297928,6.045515214494529,6.082862687063329,6.0603757,Colombia
2012,9.470852852,0.836743116,3.941193373792417,0.799410224,-0.194503754,0.814422846,0.694941163,0.171257362,0.662237763,4.835938931,5.273881255841008,4.531213711056677,4.2781568,Botswana
2016,10.88454914,0.926318586,4.255967278582494,0.888513982,0.075823404,0.52364099,0.713450849,0.197423846,0.432638228,7.048071861,6.895558886905922,7.050777713423334,7.0411663,Austria
2022,8.077151299,0.646345079,4.046116726616321,0.69769448,0.027624207,0.759754062,0.582619011,0.47688362,0.4948413471666666,5.804918766,4.291386895575245,4.702168972533333,4.5450554,Congo (Brazzaville)
2022,9.448805809,0.822743475,4.248852342995511,0.764267087,-0.177565202,0.88399142,0.755063951,0.378050268,0.223405022125,5.892068863,5.798347354376734,5.665506637819996,5.5308824,Peru
2018,9.576817513,0.870970428,4.2315670067133775,0.850765765,-0.151604235,0.854820907,0.774537921,0.300624102,0.274869502,5.983512402,6.0812769995539,5.997197802783327,5.9925275,Colombia
2014,10.4115448,0.770175993,4.268857970722778,0.715065658,0.055447984,0.868237555,0.661480188,0.397172987,0.244740322,5.627123833,6.031176936806419,5.835147183830008,5.812338,Cyprus
2006,9.986261368,0.953579247,4.18388056944091,0.542479694,-0.051252428,0.945731282,0.585977197,0.307859093,0.163079232,5.264676571,5.812530484273356,5.262120045123336,5.30873,Slovakia
2014,8.841845512,0.813300192,4.124550406704781,0.902185738,-0.017415673,0.787219465,0.787262917,0.334036529,0.687083423,5.312550068,5.5236337634379105,5.462164491773341,5.415171,Philippines
2015,8.532186508,0.911086857,4.175924525712219,0.512159348,-0.085864797,0.813096821,0.837068617,0.222635239,0.212657243,5.568800449,5.614966188320929,5.60366504036333,5.026475,Venezuela
2011,9.069442749,0.947885275,4.064228959272476,0.700345695,0.147523403,0.931158841,0.560553193,0.153232589,0.285957992,5.031173706,5.3441286147266265,4.9589137394100025,5.0455484,Mongolia
2019,10.02284431,0.826719344,4.177459422153465,0.761964321,-0.104554117,0.68641299,0.628867805,0.400737435,0.4937423048184345,5.33022213,5.730225068236605,5.56354840283667,5.629839,Libya
2010,10.52670765,0.949940383,4.262679877041316,0.796495557,-0.141896814,0.839746296,0.645088673,0.321819484,0.302731603,6.188262463,6.390208761340983,6.387908563629989,6.3328094,Spain
2016,9.357068062,0.709218323,4.193812775260717,0.610986948,-0.175243273,0.921421051,0.515989423,0.437227815,0.184713036,4.325471878,4.900719695268064,4.5759089231433325,4.520853,Armenia
2016,8.73795414,0.817770958,4.127376281398712,0.607669413,-0.148602113,0.812464654,0.543776095,0.377641797,0.4937423048184345,4.906618118,4.724006539495617,4.798158545636671,4.770603,State of Palestine
2014,8.979589462,0.833974659,4.114473953445394,0.843398929,0.104752705,0.804462552,0.815518975,0.305114686,0.373200327,6.536030769,5.855505765676554,6.012952785590003,6.1201377,Guatemala
2006,11.04845715,0.958511293,4.239886889558868,0.959532738,0.102744296,0.397150129,0.766967356,0.197113186,0.682717204,7.415682316,7.242783402307561,7.356763820606677,7.372786,Norway
2015,10.87601948,0.9597013,4.255612709818223,0.94143641,0.217878878,0.191016391,0.801432848,0.217577577,0.579888642,7.514424801,7.436266296962826,7.599286335206669,7.593196,Denmark
2008,10.38306713,0.885925412,4.231494395864829,0.646464109,-0.221351773,0.932685852,0.666879535,0.309280723,0.339916795,5.716966629,5.975481208594017,5.968610092843334,5.8845587,Portugal
2011,10.00411987,0.836042464,4.168214387104346,0.56446445,-0.004240889,0.9342556,0.562926173,0.221713215,0.107237339,4.966811657,5.56138139974156,5.096704239803329,5.0423255,Latvia
2010,8.225715637,0.805326462,3.979681653901961,0.635457218,0.008284986,0.917921245,0.758244038,0.12320178,0.343885571,4.255859375,4.957508369967204,4.81753793485,4.7306705,Kenya
2018,9.767436028,0.852945328,4.201328781908791,0.739891827,-0.103393145,0.863723576,0.527079105,0.296295851,0.476144999,5.936493397,5.320256146131586,5.428501006813341,5.361205,Serbia
2016,8.232682228,0.745901227,4.109233199839004,0.957821488,0.073389076,0.840416849,0.71258837,0.398200303,0.739886224,4.461259365,4.970358174611839,4.591013441976665,4.4668307,Cambodia
2006,7.83403492,0.797664523,3.845028100675723,0.720971525,-0.008994478,0.78528136,0.663519204,0.226278365,0.526590049,4.824454784,4.566174186287391,4.297242679546667,4.024432,Zambia
2015,9.616577148,0.906693101,4.1697611543662045,0.798935294,-0.018644908,0.771339059,0.687063634,0.324699104,0.198534787,6.546896935,6.068875606738061,6.028583454999998,5.954939,Brazil
2007,9.878193855,0.860892773,4.070734670473752,0.806299686,-0.249100327,0.865183055,0.556681812,0.178508401,0.711158633,5.718553543,5.272674637248594,5.523260404296663,5.2707977,Kazakhstan
2012,8.748012543,0.812921703,4.122608047261648,0.914499581,0.050657127,0.771167636,0.811441779,0.35112527,0.758208573,5.001965046,5.5612501050758265,5.259004708909998,5.1195846,Philippines
2009,6.686863422,0.325692534,3.9176073594579255,0.427355915,-0.017507695,0.718203425,0.60685575,0.163642839,0.754806817,3.791680813,2.7594841710583466,3.7879242548033356,3.8536363,Burundi
2008,9.447179794,0.684267223,4.113166306485587,0.601043284,-0.031347606,0.715124726,0.560817659,0.22679542,0.792291224,4.817189217,4.7708303706043935,4.778477073609998,4.90241,Azerbaijan
2010,8.362595558,0.82174629,4.131158535344817,0.504262269,-0.118035041,0.752414644,0.552512765,0.381490052,0.4937423048184345,4.702603817,4.630677626781058,4.933603372603332,5.2059155,State of Palestine
2011,10.1739254,0.917293429,4.200504776335863,0.727163136,0.007831814,0.907132328,0.588251173,0.287409574,0.278723896,5.945048332,5.938440134428625,5.771429844040005,5.7125206,Slovakia
2013,9.275876045,0.723260045,4.182355388262762,0.504081845,-0.198420092,0.899796784,0.502904475,0.449949831,0.260400474,4.277191162,4.742152406364511,4.573717911989999,4.4380455,Armenia
2021,10.88904572,0.97985822,4.277360364777245,0.923243344,0.257897198,0.664465606,0.805808485,0.1591032,0.633886755,7.564624786,7.002264767104434,7.50024233344667,7.5374475,Iceland
2021,8.081596375,0.567651093,4.040416193283616,0.737661481,-0.019420257,0.732729912,0.567556679,0.420455933,0.522122145,4.920531273,4.140790265066396,4.572293927673331,4.559734,Congo (Brazzaville)
2020,9.914636612,0.892565966,4.156928048523868,0.842598081,-0.036158979,0.771790087,0.699538052,0.138401791,0.543944299,6.015300274,5.898516752672602,5.921994454033338,6.07881,Mauritius
2010,9.511734962,0.68685478,4.172847647284774,0.513183951,-0.062831566,0.856452644,0.472753972,0.313819051,0.3689686955454545,4.180202007,4.733133328924259,4.615222179143327,4.600334,North Macedonia
2005,9.497694016,0.765978038,4.163559678677476,0.651167691,0.1533537613846153,0.636490345,0.514641285,0.456109405,0.55480504,5.308190346,5.293625933233891,4.7764638964899975,4.8533487,Iran
2012,10.11942577,0.906113982,4.191471314543869,0.56923151,-0.139944121,0.930297315,0.581948757,0.315398008,0.209778264,4.683358192,5.686358140309748,5.327038253156668,5.4096074,Hungary
2016,10.89391708,0.925944209,4.265141676016225,0.907310009,0.234609216,0.43330425,0.73700738,0.214850739,0.572273314,7.540877342,7.016183566634995,7.221658358606668,7.1820717,Netherlands
2008,8.046941757,0.466553479,4.097007677148233,0.606012166,-0.05712276,0.801819921,0.544638395,0.231860757,0.761932433,5.052278519,3.704474510504566,4.405582168870004,4.3360305,Bangladesh
2012,9.168133736,0.918516099,4.071417047175941,0.688311696,0.102935001,0.932385981,0.524273217,0.181066349,0.310268313,4.885150433,5.204226897794239,4.7932963306300005,5.0239005,Mongolia
2022,10.4066782,0.928089976,4.197201947661808,0.817082405,0.018949265,0.844229579,0.631815553,0.160736203,0.2360214252666666,6.054838181,6.180923992138844,6.168923103103339,6.1449704,Latvia
2014,8.307733536,0.765436411,4.01782345723987,0.819018543,0.163666427,0.849194229,0.778699398,0.221096709,0.635234892,4.904579639,5.0572277656812545,4.8616298293899884,4.7638803,Kenya
2008,7.363130569,0.570834816,3.867862112777828,0.526610374,0.060693197,0.943553567,0.569265902,0.225483745,0.348725855,4.632468224,3.5853031868351515,3.751560436883332,3.7272108,Chad
2010,7.245351315,0.811872959,3.867025623597829,0.726268828,0.011262072,0.910440624,0.497324437,0.290469229,0.651547968,4.133955956,3.8007509511473234,3.9704532576433342,4.006918,Sierra Leone
2019,8.403866768,0.759175479,4.119037174812473,0.956799209,0.009721675,0.828444481,0.703703225,0.3895863,0.7778089443333333,4.998284817,4.978803582780182,4.7991535949833315,4.8411455,Cambodia
